,rider_id,rider_timestamp,Nth_churn_rate,Nth_users_lost_during_period,Nth_users_at_start_of_period,Nth_percent_of_all_users,Mth_customer_lifetime_value,Mth_number_of_customers,Mth_number_of_purchases,Mth_number_of_unique_customers,Mth_sum_of_customer_lifespans,Mth_total_number_of_purchases,Mth_total_revenue
0,5c74d165-3bd6-4f39-8f92-09090a254b20,2018-03-24T21:25:51,50.79166912692415,18.145864869017604,7.803393752549049,41.31612462255806,264.38961038961037,9,9,3,7,67,226
1,8f60b9bb-08c6-442b-9378-8a13e601822d,2025-07-04T03:42:23,2299.526979724195,15.571867366422454,77.82130813436056,24.405272069325036,7.230392156862746,8,44,7,9,17,868
2,9ecaf4e7-3e90-4a97-a5fe-1afc5316d25b,2016-03-09T09:47:40,26.35647107494416,7.529652865743741,72.46155490322342,56.48912479283946,3.8345864661654128,9,16,5,1,16,599
3,7985b649-cf18-4e41-9314-2b1be7376436,2027-12-28T08:05:15,162.02246071916423,33.32373174298354,31.241623391844165,60.649427819218474,99.88175675675676,6,47,10,7,37,234
4,210c9296-380e-484f-a9ed-cb1921ad2d63,2028-05-10T23:33:26,1.3855062118206192,91.45366172927119,42.25698920431227,40.274964933246935,154.04507042253522,2,52,1,3,91,277
5,5cdec3b8-bddc-4791-aaf1-cde4bbcbe2f4,2032-05-06T16:15:31,57.424623663283576,92.35401522351971,31.781544364614888,24.7650222740748,208.62626262626262,2,17,7,3,21,935
6,6643d8f4-cdf2-4e01-84d8-ec242e69543f,2026-02-15T21:05:04,11.213125631261187,45.79430019867734,28.504419672523007,79.21838328237007,1086.3,3,58,8,7,26,862
7,46df521c-5039-4e6b-af73-eb73a726f02c,2014-10-12T14:07:57,58.411048288413184,47.636519593183856,4.975734034962464,62.02283787032391,52.224489795918366,1,26,6,10,3,990
8,e13cd28e-1eee-4349-956c-52fc87f9b7b7,2017-11-21T16:25:01,21.543238798783737,7.84157374131339,86.08393281369815,27.61743797057391,234.69729729729727,5,83,1,8,31,840
9,a335488d-9ba5-4604-95ad-1025ee900c5f,2034-12-02T17:50:30,3.7350924043459726,24.043715517860452,72.6473383981971,26.12458150140756,9.807692307692308,8,46,3,3,43,934
10,19d7e57d-a94a-4ae2-8aed-e9a0957fa18f,2022-08-03T18:15:24,47.036045373023285,87.64832998204082,40.01611965826329,60.11634764417744,227.2537878787879,9,13,3,2,61,640
11,e57f9a60-fc7a-4391-a47a-c5dd2e05de0c,2015-06-17T02:01:27,7.206505406811086,64.6045248187665,42.94984598659879,97.82389637847153,41.0625,10,35,3,7,50,786
12,0a3aae6d-060c-47de-90c6-cbdc8baef9d5,2017-05-14T11:15:07,43.1616858247861,3.9537283693221292,61.90682481403744,81.52833064947971,394.79999999999995,3,39,6,1,1,781
13,839cae34-7619-4879-9185-c2040880c51d,2027-10-21T04:40:41,1005.2400067364368,79.37734709200829,55.44279858636779,52.28553469648316,59.16595744680851,4,63,7,9,24,11
14,19860b59-d2f0-431e-b27b-df838962b125,2033-02-19T19:25:05,60.99647270153221,5.6921619384132205,82.70293911075498,41.7540722615411,282.12363636363636,10,21,5,4,39,511
15,9788b265-5725-4df9-9865-3cd16566dbe7,2024-10-01T22:22:12,72.8093053449854,23.198900039354463,27.872390657213096,94.49755329060106,155.0314465408805,9,48,3,8,59,421
16,d1330caa-3477-4300-bb8e-160eeae97704,2022-03-17T19:19:51,141.41731425294418,13.897547598348737,90.96200503848706,63.19327928804005,115.47169811320755,2,28,7,7,60,712
17,287e6140-2b83-4b53-b2a0-5833eb273999,2028-05-30T04:50:20,42.83891035806511,50.90200981414954,45.88095183338863,49.700146251783494,5.561643835616438,5,21,3,7,6,269
18,0398bf92-048f-42a7-999e-7b0294d32d4c,2031-03-03T17:35:59,215.84711841336352,34.891619774046156,6.020798383250703,11.364123401144377,9.431506849315069,2,43,1,9,64,644
19,df3e0361-231f-4664-a2df-a3847dbcb817,2032-12-20T09:12:03,32.56504867206592,6.42857299639279,21.703598942132395,54.33609427691167,366.72,1,16,8,2,8,510
20,3bdb1e86-ecd8-49ef-8a19-1ddbb97319b8,2021-02-17T00:34:38,13.19854288928323,35.48135957506571,18.388824118820423,50.443420246018036,0.78125,9,40,1,6,44,780
21,467c751b-3e24-4203-a8e4-49f20a866a25,2025-08-11T17:00:46,11.396372085573411,87.87633991549984,26.1285348399503,94.96032594863514,1387.0673076923076,5,63,5,9,28,90
22,8b2857d7-825c-43ea-a137-8fed26cd62e7,2021-09-19T02:14:21,1882.5224049143126,23.033107364095194,48.745229329443184,87.7617994474658,451.1111111111111,2,88,4,8,49,34
23,ca772928-15a4-4725-8b84-92b060921408,2033-04-26T22:12:48,129.29721034542297,7.313761036114908,19.669995566055178,84.47723186110203,47.24571428571429,8,77,4,6,2,859
24,fcd17137-515e-4713-844e-3716a17746b6,2026-10-29T15:08:39,56.627988743805254,73.18811381939979,1.893714475358066,19.405352789876762,59.55882352941177,1,95,8,1,95,99
25,819088f8-3bd9-4467-9fd7-50648c12a4ec,2019-05-20T07:35:33,16.49588784477234,16.266421582229253,40.361305931219746,29.325118435901977,940.1538461538462,2,92,3,2,81,505
26,6597c2e2-edf8-4101-8156-df95b3bf1372,2033-01-27T20:09:28,2.1327759657711187,6.423821308238386,5.467413752329953,88.16575340108696,1338.6493506493507,4,27,9,8,41,846
